Month	GSI
4	0.2654
1	0.2645
3	0.2644
1	0.2632
1	0.2617
10	0.2615
1	0.2596
1	0.2589
1	0.2587
7	0.2577
1	0.2571
3	0.2543
1	0.2529
1	0.2465
1	0.2419
1	0.2405
9	0.238
1	0.2361
2	0.2354
1	0.2352
1	0.235
10	0.2344
3	0.2344
6	0.2321
1	0.2313
1	0.2304
1	0.2303
1	0.2274
3	0.2263
9	0.2253
1	0.2246
1	0.2238
1	0.2223
1	0.2217
1	0.2209
12	0.2193
1	0.2189
12	0.2148
1	0.2141
1	0.2112
12	0.2097
12	0.2095
2	0.2076
2	0.2067
4	0.2061
12	0.2054
1	0.2044
3	0.2038
1	0.2031
10	0.2029
10	0.2029
12	0.2013
1	0.2012
1	0.1986
2	0.1985
2	0.198
1	0.1973
10	0.1971
3	0.1963
1	0.1955
1	0.194
5	0.1933
3	0.1898
2	0.1869
2	0.1858
1	0.1854
1	0.1828
1	0.182
3	0.1798
3	0.179
1	0.1786
1	0.1735
1	0.1711
3	0.1711
1	0.1698
1	0.1693
3	0.1669
1	0.1663
1	0.1622
2	0.1621
3	0.1608
3	0.1608
12	0.1605
2	0.1604
10	0.1602
2	0.1601
3	0.1601
2	0.1599
1	0.1594
1	0.1586
1	0.1584
2	0.1584
1	0.1583
2	0.158
1	0.1575
4	0.1572
3	0.1567
2	0.1565
1	0.1563
1	0.1554
1	0.155
1	0.1545
2	0.1543
1	0.154
12	0.1536
2	0.1535
2	0.1531
12	0.1528
1	0.1527
4	0.1519
1	0.1509
1	0.1508
12	0.15
2	0.15
3	0.1491
12	0.1462
1	0.1456
1	0.1436
12	0.1415
10	0.1413
2	0.1411
2	0.1408
1	0.1405
3	0.14
3	0.1399
2	0.1387
2	0.1383
2	0.1374
2	0.1369
1	0.136
3	0.1351
2	0.1329
11	0.1328
1	0.1323
3	0.1322
2	0.1321
3	0.132
12	0.1319
1	0.1303
1	0.1301
12	0.1296
12	0.1293
1	0.1287
1	0.1286
12	0.1282
2	0.1274
12	0.1272
1	0.1265
10	0.1261
12	0.126
1	0.1246
2	0.1246
1	0.1236
10	0.1231
1	0.122
1	0.1211
2	0.1211
2	0.1211
12	0.1206
1	0.1202
2	0.1202
12	0.1189
12	0.1162
12	0.1156
2	0.1147
1	0.1137
1	0.1135
1	0.1132
3	0.1131
2	0.1126
1	0.1124
10	0.1116
2	0.1073
2	0.1066
12	0.1051
1	0.1051
12	0.1045
12	0.1041
1	0.1031
1	0.1021
3	0.1004
4	0.1
1	0.0991
1	0.099
12	0.0984
2	0.0984
1	0.0976
1	0.0954
3	0.0934
12	0.0932
12	0.091
10	0.0907
1	0.089
2	0.0885
10	0.0877
1	0.0875
1	0.0866
2	0.0854
3	0.0847
1	0.0844
10	0.0831
2	0.0812
1	0.0798
4	0.0797
2	0.0761
1	0.073
10	0.0714
10	0.0706
1	0.0686
10	0.0679
10	0.0671
11	0.0665
2	0.0644
1	0.0643
4	0.0643
11	0.0639
2	0.0638
11	0.0637
10	0.0633
10	0.0618
11	0.0593
10	0.0568
3	0.0564
10	0.0558
11	0.0549
10	0.0533
10	0.0519
3	0.0506
10	0.0502
10	0.0479
2	0.0457
3	0.0449
4	0.0441
10	0.0435
11	0.0433
10	0.0411
11	0.0407
11	0.0403
2	0.0399
7	0.0394
11	0.0387
10	0.0366
10	0.035
10	0.0349
10	0.034
11	0.0275
10	0.0246
2	0.0243
10	0.024
10	0.0237
10	0.0207
7	0.0124
7	0.0064
9	10.6168
12	10.4052
7	10.279
12	10.0054
9	9.9784
9	9.7664
12	9.745
10	9.6262
12	9.5746
7	9.5509
9	9.4658
12	9.3888
12	9.247
12	9.1072
12	9.0272
9	9.0189
12	8.9694
9	8.9471
9	8.7816
12	8.718
12	8.6294
9	8.5398
9	8.33
9	8.2559
7	8.12
12	8.0801
9	7.9514
9	7.9126
7	7.8473
9	7.8125
9	7.694
9	7.6533
9	7.4819
8	7.4559
9	7.3815
9	7.2984
8	7.2771
9	7.2762
11	7.2079
7	7.2065
8	7.088
9	7.0761
8	7.0594
8	7.0341
7	7.0037
9	6.9806
8	6.9764
9	6.9489
8	6.8732
12	6.7772
8	6.7329
9	6.7143
8	6.6702
9	6.5903
8	6.5275
9	6.5074
7	6.4624
8	6.4304
8	6.3833
7	6.2984
8	6.2169
8	6.2105
7	6.162
7	6.1186
7	6.0811
11	6.025
7	5.9961
8	5.8421
9	5.8405
8	5.8356
7	5.7889
8	5.7557
7	5.7426
7	5.7004
7	5.6662
9	5.6539
9	5.6233
7	5.6163
7	5.6025
8	5.5047
9	5.4743
7	5.4055
8	5.3754
7	5.3256
7	5.2587
8	5.1891
7	5.1679
8	5.1657
7	5.138
9	5.0541
7	5.0117
8	4.9892
7	4.9498
7	4.8305
7	4.7949
7	4.7813
10	4.5348
8	4.193
8	4.0386
12	4.0062
8	3.9413
7	3.9391
7	3.9367
7	3.833
7	3.5933
9	3.5575
8	3.4574
12	3.3422
7	3.2836
8	3.215
8	3.1444
8	3.107
7	3.0629
8	3.0269
7	3.0089
12	2.9877
7	2.8942
8	2.8734
12	2.8268
8	2.811
10	2.8079
9	2.7886
7	2.7764
10	2.7625
7	2.7169
8	2.6957
7	2.6439
7	2.626
9	2.6213
8	2.5917
9	2.5463
7	2.5134
9	2.4386
9	2.4196
7	2.4094
12	2.3914
7	2.3901
12	2.3556
7	2.3337
8	2.3228
7	2.2995
8	2.2863
8	2.2853
8	2.2784
9	2.2658
9	2.261
9	2.1705
8	2.1028
8	2.101
8	2.065
9	2.0529
9	2.0231
12	2.0204
7	2.006
7	2.0027
9	1.9752
7	1.9737
9	1.9651
7	1.9554
7	1.9293
12	1.9247
11	1.923
7	1.8931
9	1.8856
9	1.8512
7	1.843
10	1.8067
7	1.7896
9	1.7842
7	1.7537
12	1.746
7	1.7194
11	1.7106
8	1.7005
9	1.6958
7	1.6549
9	1.5621
10	1.505
9	1.5029
7	1.4699
9	1.4481
9	1.4393
8	1.4144
12	1.4098
11	1.3951
8	1.3893
7	1.3299
9	1.3233
7	1.3083
9	1.2351
9	1.2333
7	1.2084
7	1.1803
8	1.1533
7	1.1449
8	1.1131
8	1.0771
8	1.0638
9	1.0622
8	1.0102
9	0.9857
7	0.9749
8	0.9003
8	0.8995
8	0.8811
12	0.8726
8	0.8301
8	0.7531
8	0.7475
9	0.6579
8	0.6552
8	0.6546
7	0.6435
8	0.6407
9	0.6085
10	0.5587
12	0.5538
10	0.5
12	0.4957
10	0.4825
9	0.4441
12	0.4056
12	0.4026
12	0.3667
12	0.362
12	0.3259
12	0.3168
12	0.2969
12	0.2847
12	0.2788
12	0.2481
12	0.2391
10	0.2364
12	0.2263
12	0.2222
12	0.2127
10	0.2103
12	0.2082
12	0.205
12	0.1806
12	0.177
10	0.1706
12	0.1697
12	0.1614
12	0.1551
12	0.1516
10	0.1468
10	0.1456
10	0.1439
12	0.1432
12	0.1432
12	0.1424
12	0.1419
10	0.1406
12	0.1406
12	0.1402
12	0.1396
12	0.1394
12	0.1366
12	0.136
12	0.1346
12	0.1317
10	0.1281
12	0.128
12	0.1264
10	0.124
10	0.1225
12	0.122
10	0.1206
12	0.1181
10	0.1173
12	0.1103
12	0.1087
12	0.1082
12	0.1078
12	0.1061
12	0.1057
10	0.1039
12	0.1026
10	0.1003
12	0.1
12	0.0996
12	0.0985
12	0.0977
12	0.0962
12	0.0952
12	0.0933
10	0.0904
10	0.0902
12	0.0899
12	0.0894
10	0.0893
12	0.0891
12	0.0889
10	0.0874
10	0.0849
10	0.0835
12	0.0826
12	0.0806
12	0.0805
10	0.0802
12	0.0796
12	0.0789
12	0.0789
10	0.0786
12	0.0776
12	0.0773
10	0.0765
10	0.076
9	0.0757
12	0.0755
10	0.0741
12	0.0741
12	0.0733
12	0.0731
12	0.0728
12	0.072
12	0.071
12	0.0693
12	0.0686
12	0.0678
12	0.0676
12	0.0658
10	0.0657
12	0.0654
10	0.063
12	0.0628
12	0.0577
10	0.0574
12	0.0567
8	0.054
10	0.0538
10	0.053
12	0.0497
12	0.0492
10	0.0481
12	0.0464
10	0.0462
10	0.0455
12	0.0452
10	0.0423
10	0.0417
10	0.0398
12	0.0398
10	0.0367
8	0.0358
12	0.0356
12	0.0349
10	0.0343
10	0.0335
10	0.0331
10	0.0308
10	0.0307
10	0.0292
12	0.0258
12	0.0257
10	0.02
10	0.0191
12	0.0165
10	0.0132
12	0.007
